2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,0.1842253884487458,0.1656027807076217,0.19538441139096105,0.1955465785790614,0.18752975828416943,0.1745623578167563,0.1794819981968108,0.18040635116898276,0.16610005785481619,0.17437510588025495,0.21617413401096694,0.19928812803709153,0.19977334938255095,0.17761178725870447,0.1644851321831394,0.1745679639784227,0.16368151219294727,0.22361990102982487,0.18924461682492982,0.16840078462841604
,0.18859419383395692,0.16902216121986902,0.21698172014433112,0.2091895867561097,0.19205150226421058,0.18345621453913438,0.18390126745042426,0.191751973066453,0.17991414174641635,0.1870229592974009,0.22781587980919266,0.19780616111631227,0.21524274441620975,0.18878471757835144,0.17712585261468505,0.18434924880745399,0.16880219339307212,0.24146672016405868,0.2024039944719362,0.1699731621416789
,0.19753680740170476,0.17283426371856203,0.2507298322218774,0.22132230630503397,0.20463071502510863,0.19942226768572002,0.1894799787544853,0.20669029165845265,0.20092370113186223,0.2060642860327226,0.23160313851366415,0.19973019481966922,0.22850064642682005,0.19518362979804735,0.19535669386117427,0.19485890062859434,0.17954812536222192,0.26279006731755156,0.21850296464714017,0.17020926396504837
,0.20909319329923565,0.17402629924003904,0.27821514351503407,0.22237356577078835,0.22059916867283383,0.21587780968691384,0.19694708428839905,0.2211755556686971,0.22208033122046347,0.22713280727564533,0.22358521688734345,0.20365360438678615,0.23702616914092106,0.20023253533056928,0.20396041192991843,0.19378841781463155,0.19462395791538495,0.2574306985867772,0.23744041727965762,0.17013303018144532
,0.2114213593378709,0.17060553177157764,0.2873400884804551,0.2183813723421524,0.2289392564545312,0.2189094825928739,0.20256783103463877,0.22971765895741286,0.23205750743492778,0.23018688422272746,0.2088328652311533,0.21008408006776338,0.24227577905577105,0.20066434844634656,0.20522464446524896,0.1910048593464402,0.20460380723106417,0.24244804065801795,0.23851642815746066,0.1687778520797111
,0.20468912721950658,0.16479301165651547,0.2751543978730494,0.20920206936203584,0.22186449949577472,0.2091703827469925,0.19996675468866093,0.23026470649490266,0.22897099641404425,0.21211305782176457,0.19074816102714992,0.2145471891578619,0.22408372341848334,0.1847175783513887,0.1919416878427177,0.18557523070750304,0.20987142793455482,0.22921332085060855,0.21700521599572023,0.16471410102090855
,0.19347798673032623,0.1590409841701721,0.2516055350376193,0.20049678534029414,0.2068601937946697,0.19274524709356755,0.1926300763833345,0.2206811057784005,0.21668165750187565,0.19957353662342295,0.17793205831215725,0.20373714948062951,0.20266104944050645,0.17500904997548036,0.17966359056662656,0.17367821318710713,0.21162525076902503,0.21289911283491594,0.19912335606972495,0.1598778476215951
,0.18013845524179858,0.1548224501563026,0.22464902747329096,0.1906896179509864,0.19090528964226597,0.17712806677927673,0.18237972313917883,0.20974266221868348,0.20183626497621504,0.18561036066158443,0.16805822299496231,0.1958214970353529,0.18760866657750438,0.16649039276001965,0.16789683919575588,0.16655726450002228,0.20571985199054882,0.20072515714858902,0.18649761490793992,0.15483366769203333
0.15905165306412605,0.16831924114171176,0.1516321841417168,0.20395409377054782,0.18245189820677746,0.18047137807763228,0.16395320966892868,0.1679878119510317,0.19454754334921168,0.18530977483022731,0.17702964647140118,0.16182435022959296,0.18666675582898667,0.1760798002764032,0.16191422584815654,0.16034202665953368,0.16025277517721012,0.20048718291649947,0.19226293968169053,0.17736507511925462,0.15015585573536622
0.1585871294213702,0.16154758746018752,0.15020633980923848,0.19223682095219108,0.1769164492676997,0.17536743255452286,0.15908787395909973,0.15944304143882745,0.1835902691916661,0.17576154149718254,0.1715042575007802,0.16028603272257141,0.17782087289911283,0.17145325665373817,0.15967286344790696,0.15641692300833668,0.15581891132807274,0.19180027640319197,0.18711836297980475,0.17395925281975838,0.14695252106459808
0.15687562545327438,0.15808601147235227,0.14865817660757794,0.1874345917501,0.17314686231141327,0.17533382553856783,0.15818149807324025,0.15400921371466125,0.17546185226601543,0.1703659617578413,0.16789487762471583,0.1601194775088048,0.1731209486870848,0.1703075208416923,0.15836324729169457,0.1540543890152022,0.1536320271053453,0.1850936650171638,0.1831345013597254,0.17095974321251836,0.14589844411751593
0.15457098432580757,0.15597762464916873,0.14745808607116564,0.18621305673684022,0.17156327838182553,0.17544552885826592,0.15959331281016909,0.1547110669034232,0.17169082500904528,0.16926797253656847,0.16613311934376532,0.15997111140831885,0.170700102536668,0.16893237038027728,0.15853925371138156,0.1533580312959743,0.15210057509696404,0.17888404440283537,0.17990602291471625,0.16726655075565064,0.1475730908118229
0.1530492266366831,0.1562415730855899,0.14526045395005716,0.18568062558406728,0.17060921253999187,0.1734232933537607,0.16123680257930834,0.15630179899196006,0.1691297570153949,0.16843585215262863,0.1641661094021666,0.16071534929338863,0.1696591324506264,0.16842093531273683,0.15844456332753776,0.1540106103160804,0.15282421648611297,0.1743265124158531,0.17849538584993985,0.1661600463644064,0.14702723908876109
0.1539979046870701,0.1573675681534919,0.14507369496139297,0.18390617514164304,0.1692561300642796,0.17175462499489005,0.16169273776243132,0.15944778909663695,0.16853774008988903,0.1664701084416097,0.16264651598234586,0.16307520841692305,0.17058151665106325,0.170299407070572,0.15829316570817173,0.1553864740760555,0.1547023315946681,0.17226525790201058,0.17730444474165222,0.1661127011724845,0.15025634167001028
0.15802498539893553,0.15974961210659477,0.15019913830581957,0.1819345635389494,0.16711685679309932,0.17485799286822076,0.1624167822506174,0.16337292852677224,0.16957987765131283,0.1637733321168647,0.16363095715750525,0.1663529936248941,0.17350505996166019,0.1740653559805626,0.15892113592795684,0.15769880968302794,0.1571718603718069,0.1709979046854799,0.17806856582408273,0.16723454148276937,0.15556863269582277
0.16523731774522846,0.1627002014185047,0.15777170585646833,0.18249003950266288,0.16923207170841342,0.1840385761156118,0.165099528979813,0.17366851788129264,0.17353905085316124,0.1661532956356465,0.168350318755294,0.17266256519994652,0.18170950916142836,0.1809722259373189,0.16079407962195177,0.16292862556283716,0.16231019571129243,0.17361900940662475,0.1864842405599394,0.1707978244393919,0.1643056484329722
0.1752669315734764,0.1683312436474099,0.17197077678639736,0.19041067971855993,0.17811952709441908,0.19686461373813482,0.17165087000118764,0.19386158681244117,0.17875256591717795,0.17596286352609392,0.18185832107351432,0.18760813160358433,0.19989906825375597,0.19113200481476528,0.1660434220498417,0.17450349962106013,0.1715963621773439,0.1804575810262583,0.20327618028621106,0.17691899603227682,0.17537729035709512
0.1862877923389877,0.17404891729522143,0.19241728529342247,0.20695978791972988,0.19479847573500902,0.20730252613800124,0.18591918205287816,0.2202460816274272,0.18335816740369743,0.19250279647846358,0.20325451384245016,0.21204297623824175,0.2306043422049842,0.2021653961036066,0.17577647006375105,0.19080504658731218,0.18254148276938165,0.18927439703981097,0.22775863759975037,0.1855673844233427,0.19003869644688157
0.19601248917803132,0.177314345667713,0.21374243056202674,0.23072192194530006,0.21458265930537168,0.21293858274706495,0.2071042447438667,0.23934180147094028,0.1870519518684408,0.21223038156640037,0.23212420311176496,0.24222629396816905,0.2623220542998529,0.2153399313450136,0.18802737283224108,0.20455717533770224,0.19263590566626543,0.19944139806517763,0.24694645802683787,0.1927649235433106,0.2079719138691989
0.20427384052234832,0.17677391284447466,0.2318905925890179,0.2544601576484131,0.23377872009652165,0.2162563953888704,0.23022736536606372,0.2424676807105138,0.18872622139663736,0.2285357055407224,0.261674200882707,0.2737713878115109,0.28261406089786456,0.23448397307297936,0.19873692657482944,0.21370585350630825,0.20215692568320628,0.21126601578173065,0.25248620213097944,0.19827586821809104,0.2253045339039722
0.2089427618944845,0.17471380276643286,0.24631627082652938,0.26828000274274855,0.25019313351152295,0.21667701653300575,0.2435685505331542,0.231448793690384,0.18492702825962862,0.23805646647183568,0.27567134768846685,0.293150104765726,0.29337737951941506,0.25036199901921447,0.19984539253711384,0.21995408140519818,0.21099861798403996,0.22560358432526414,0.24798965717087956,0.19668717400026747,0.22620150684320806
0.21109462446053046,0.17279820285699754,0.26144598937606345,0.266001713783348,0.264121747979719,0.21516027322403958,0.24231746268364188,0.22221006497094378,0.17965408745628839,0.23754937394220352,0.27614158976416564,0.3123876777673755,0.29177005037671083,0.25505719762828233,0.195724845080469,0.21545798225669835,0.20659346440194373,0.24166635459854666,0.23683545093843342,0.19848753956577952,0.21479951852347198
0.20850549727578113,0.17369881754012192,0.27686718210841965,0.24851609007089828,0.2680363785493096,0.20950805324063576,0.23059309505080586,0.2109113328624013,0.17693479976530055,0.2280880387504137,0.264099594311444,0.3193189781998127,0.2801676251616067,0.2503210735143328,0.19298560028531944,0.20342445722437696,0.20313334224956536,0.25616334537024654,0.22779037938567162,0.2030454282020418,0.20671044536578842
0.20630994558899363,0.1770260721530767,0.2848304979001327,0.22946555299328056,0.2619532952835746,0.20496310441624457,0.2157029998594781,0.2025366245198234,0.17422314033348976,0.21598135130273716,0.25013329766840525,0.31126708572957074,0.2631883554010076,0.23327065222237084,0.19085051937051403,0.19149765948909991,0.19329597432125184,0.28431625874905264,0.21681048548883247,0.2037834247247113,0.20128375908341134
0.20125176962094682,0.1813371054775271,0.28161435981770844,0.21386325578605545,0.2500130959260496,0.199278344306281,0.20106751782236176,0.19444666895687693,0.17286008244193066,0.2034081131224534,0.23930854620837236,0.3043867861441754,0.24761143060942442,0.21868922473362756,0.19017136997904685,0.18021764522312875,0.18474539699522988,0.29722214792028884,0.21298658107083948,0.20228701350809147,
0.19638707404475514,0.1822318522689768,0.27353027214643655,0.2049144542598144,0.23557941601807272,0.19409230164419572,0.1901537194076785,0.1873199011400948,0.1716328929148752,0.19585843034933592,0.23091783692211676,0.28932004814765283,0.2366838749944274,0.20932753778253313,0.18574018099950962,0.17326842316437072,0.1798039320583122,0.2995878025946235,0.2122892425660916,0.19854273104186168,
